,AvPrecipitation,AvEvapoTrans,AvGroundWater,AvRunoff,AvStreamFlow,AvPtSrcFlow,AvTileDrain,AvWithdrawal,month,huc,land_use_source,stream_layer,weather_source
0,6.569250000000001,0.2554226893799307,4.815556409646776,0.8231008386852074,5.638657248331984,0.0,0.0,0.0,1,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
1,6.27725,0.33339505261651736,3.5877016738354173,0.8526951371927245,4.440396811028142,0.0,0.0,0.0,2,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
2,7.702249999999999,1.4547502075427157,5.899343376652494,1.8405497639649138,7.739893140617408,0.0,0.0,0.0,3,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3,8.410249999999998,4.197543894860848,6.300078568479916,0.5446570524598731,6.8447356209397885,0.0,0.0,0.0,4,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
4,9.486999999999998,8.972556352397344,3.6077648708281735,0.03645906035694821,3.6442239311851217,0.0,0.0,0.0,5,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5,12.386999999999999,12.759863061826183,2.025640646970213,0.2335232921328422,2.2591639391030554,0.0,0.0,0.0,6,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
6,10.925749999999997,12.69046911077491,0.7940146079938168,0.13566904107804797,0.9296836490718648,0.0,0.0,0.0,7,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
7,10.856499999999999,10.229917795375636,0.2786566783115879,0.18840194499641288,0.4670586233080008,0.0,0.0,0.0,8,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
8,9.642750000000001,6.533824129833571,0.6216248611729175,0.43452802232653315,1.0561528834994507,0.0,0.0,0.0,9,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
9,10.371250000000003,3.9476707874544035,1.4182964598916024,0.8596268377109887,2.277923297602591,0.0,0.0,0.0,10,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
10,7.091500000000001,1.756429820557964,3.005788734296823,0.39924395012270286,3.405032684419526,0.0,0.0,0.0,11,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
11,8.303,0.5994253288086797,4.477752702215057,0.9115713235548523,5.38932402576991,0.0,0.0,0.0,12,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
12,6.569250000000001,0.24693245447119314,4.881789439955993,0.80282259599582,5.684612035951813,0.0,0.0,0.0,1,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
13,6.27725,0.3223130210201983,3.6346683744376604,0.8295846919251615,4.464253066362822,0.0,0.0,0.0,2,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
14,7.702249999999999,1.4063943977062585,5.906948037678965,1.8020216751712006,7.708969712850165,0.0,0.0,0.0,3,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
15,8.410249999999998,4.058017787005584,6.388017997319468,0.5236025610500512,6.91162055836952,0.0,0.0,0.0,4,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
16,9.486999999999998,8.756876539814131,3.808923591696015,0.03138855409509079,3.840312145791106,0.0,0.0,0.0,5,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
17,12.386999999999999,12.553443721022486,2.184175327301413,0.22687043798144746,2.4110457652828603,0.0,0.0,0.0,6,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
18,10.925749999999997,12.619774160524322,0.9143128668010887,0.1274584439005259,1.0417713107016147,0.0,0.0,0.0,7,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
19,10.856499999999999,10.2476101442101,0.3438538192179905,0.1840941438517106,0.5279479630697012,0.0,0.0,0.0,8,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
20,9.642750000000001,6.499332618379706,0.6591191125934635,0.4284597266900967,1.0875788392835601,0.0,0.0,0.0,9,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
21,10.371250000000003,3.8640004362393716,1.5037629781001531,0.8354931150468211,2.3392560931469744,0.0,0.0,0.0,10,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
22,7.091500000000001,1.710190609115136,3.0932376848835084,0.3838679365459072,3.4771056214294154,0.0,0.0,0.0,11,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
23,8.303,0.582007961343686,4.571990615976126,0.8852499988922912,5.457240614868417,0.0,0.0,0.0,12,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
24,6.569250000000001,0.23924322977308124,4.845444201117554,0.7301091432146001,5.575553344332154,0.0,0.0,0.0,1,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
25,6.27725,0.3184296064980239,3.6893017726234176,0.7451864337936357,4.434488206417053,0.0,0.0,0.0,2,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
26,7.702249999999999,1.3626007110428848,6.016930921023127,1.6528644258979621,7.66979534692109,0.0,0.0,0.0,3,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
27,8.410249999999998,3.931655253331985,6.5437041508091,0.46517670364092484,7.008880854450025,0.0,0.0,0.0,4,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
28,9.486999999999998,8.572508513531513,3.9886266269952,0.023359305235893614,4.011985932231094,0.0,0.0,0.0,5,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
29,12.386999999999999,12.533468131787863,2.3260432149549866,0.19912250063952203,2.5251657155945084,0.0,0.0,0.0,6,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
30,10.925749999999997,13.154658718649685,1.0086136926082707,0.10464213446458574,1.1132558270728565,0.0,0.0,0.0,7,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
31,10.856499999999999,10.440015787373948,0.3355070455673431,0.16043842390990068,0.4959454694772438,0.0,0.0,0.0,8,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
32,9.642750000000001,6.482587464554402,0.661903432693429,0.3881401469169888,1.0500435796104177,0.0,0.0,0.0,9,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
33,10.371250000000003,3.7943924324871157,1.4498675579029179,0.7568020086077062,2.206669566510624,0.0,0.0,0.0,10,020401010103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
