,huc,land_use_source,stream_layer,weather_source,closest_weather_stations,Source,Sediment,Sediment,Sediment,TotalN,TotalN,TotalN,TotalP,TotalP,TotalP
gwlfe_endpoint,,,,,,,diff,gwlfe,subbasin,diff,gwlfe,subbasin,diff,gwlfe,subbasin
huc_run_level,,,,,,,12,12,12,12,12,12,12,12,12
0,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Barren Areas,,,,,,,,,
1,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Cropland,,,,,,,,,
2,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Farm Animals,,,,,,,,,
3,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Hay/Pasture,,,,,,,,,
4,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",High-Density Mixed,,,,,,,,,
5,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Low-Density Mixed,,,,,,,,,
6,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Low-Density Open Space,,,,,,,,,
7,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Medium-Density Mixed,,,,,,,,,
8,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Open Land,,,,,,,,,
9,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Point Sources,,,,,,,,,
10,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Septic Systems,,,,,,,,,
11,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Stream Bank Erosion,,,,,,,,,
12,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Subsurface Flow,,,,,,,,,
13,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Wetlands,,,,,,,,,
14,0204010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Wooded Areas,,,,,,,,,
15,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Barren Areas,0.36992954329452854,1.938703564570097,1.93154496820926,0.03357612724370574,1.0742200175901708,1.07385939665146,0.7411661858559886,0.0375176767703026,0.0372406351059309
16,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Cropland,0.17452535275212905,11507.279379231137,11487.2137690908,0.015854569196989653,179.73038777691949,179.70189455696,0.34932631717378937,29.03421898269916,28.9329716565845
17,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Entire area,0.9619375524106152,1387599.3698377418,1374315.422063302,0.16903683792269847,22495.27135802014,22457.27817387297,1.5806764324727316,2174.8213160506552,2140.7139912816347
18,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Farm Animals,,0.0,0.0,0.06334448598904226,1965.57338541962,1964.32869728254,1.3792326571971305,421.3270066988505,415.555726717986
19,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Hay/Pasture,0.701099086804677,197354.2798832667,195975.464261103,0.06404952109065262,2384.75571046443,2383.22877485017,1.3945987114507183,834.7929232420245,823.231529415872
20,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",High-Density Mixed,0.5823067312556424,2316.2655197339286,2302.81690579089,0.05304337457807517,47.53395777482204,47.5087508448509,1.1620396810874567,4.861303370451667,4.80513941996454
21,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Low-Density Mixed,0.8993155351888065,3346.7295024322893,3316.76657472799,0.08201858536280142,82.75687478227016,82.6890265883477,1.7922169636439185,8.864144010227474,8.7066902738807
22,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Low-Density Open Space,1.3550333526103349,8584.316787405898,8468.77921814198,0.12343825184991603,212.2702862452394,212.008425133091,2.7037348148561215,22.73641182464182,22.1298790612338
23,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Medium-Density Mixed,0.6666699921181425,7467.959520521462,7418.33828033364,0.06069825314612453,153.2560362739952,153.163040760462,1.33110795275712,15.673512590938998,15.4662605922828
24,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Open Land,4.208259317997706,1033.0109930304914,990.435064402207,0.19131753398768456,16.12303125593395,16.0922145490129,4.208259317997504,1.285161501008361,1.23219309630414
25,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Point Sources,,0.0,0.0,,0.0,0.0,,0.0,0.0
26,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Septic Systems,,0.0,0.0,0.11180773942185034,198.20405484,197.982571184775,,0.0,0.0
27,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Stream Bank Erosion,1.0089328423282762,1146598.0,1135087.6619987,2.0098760724965503,1069.0,1047.72819326192,2.0098760724963616,289.0,283.24924962834
28,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Subsurface Flow,,0.0,0.0,0.0798736835086608,15474.644582059474,15462.2893477123,1.7399257455371777,502.2145513373843,493.551754179845
29,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Wetlands,1.5155007825852542,124.90372187991758,123.025040711256,0.13795142230907234,49.39086054713997,49.3227721170034,3.0264306028032166,2.7007204781892398,2.62020344323432
30,020401010101,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Wooded Areas,1.3222356414873948,9264.685826675495,9142.98940533207,0.12071057695811019,660.9579705627034,660.160605634889,2.631942434064177,42.293844337469,41.1951531610005
31,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Barren Areas,0.2707092893718037,0.9162340603162156,0.913757082307334,0.024591439214989796,0.6435498047540721,0.643391566051605,0.5418666073766742,0.0223154126910319,0.0221948196480762
32,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Cropland,0.23279989904182666,19723.96252272272,19678.0985435314,0.02114332094919289,185.5482940103361,185.509067085955,0.4660921908740597,36.07021767678734,35.902488096203
33,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Entire area,0.3206141897571518,809833.2911624734,807241.0063341284,0.04675729866853859,18962.830226004087,18953.96579122443,0.6154217651026285,1563.5419625662926,1553.9491032940753
34,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Farm Animals,,0.0,0.0,0.027486519951701743,1444.3923580980018,1443.99539945937,0.6059177653215662,308.9100287768863,307.043941510798
35,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Hay/Pasture,0.30488051289462614,147525.9957842307,147076.902370782,0.027689891160753245,1591.770146128828,1591.32944772229,0.6104038354710083,578.9358729955878,575.412778773036
36,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",High-Density Mixed,0.2290726883423012,244.5233982003383,243.963902704142,0.02080549954780346,4.48875948052978,4.48782566883845,0.4586130980617556,0.456307084216389,0.454219187843908
37,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Low-Density Mixed,0.29931410307671585,1625.7401320525228,1620.88133409168,0.027185446980620597,39.16073929652091,39.1500947213899,0.599232330720976,4.208610028004552,4.18346601158061
38,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Low-Density Open Space,0.32968121630293784,5420.576951610542,5402.73573715225,0.029943008195390797,130.57056085018425,130.531469948944,0.6600412210647304,14.032436098699598,13.9401208953264
39,020401010102,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14735",Medium-Density Mixed,0.283698847791711,2268.6337499698047,2262.20677878213,0.02576922954535275,41.64571295824852,41.6349825614508,0.5679205673211666,4.233515725785387,4.20954079852932
